BPLC_NM,BZSTAT_SE_NM,CLSBIZ_YMD,CRD_INFO_X,CRD_INFO_Y,DAT_UPDT_PNT,DAT_UPDT_SE,DTL_SALS_STTS_CD,DTL_SALS_STTS_NM,LAST_MDFCN_PNT,LCPMT_RTRCN_YMD,LCPMT_YMD,LCTN_AREA,LCTN_ZIP,LOTNO_ADDR,MNG_NO,OPN_ATMY_GRP_CD,ROAD_NM_ADDR,ROAD_NM_ZIP,ROBIZ_YMD,SALS_STTS_CD,SALS_STTS_NM,STOR_SE_NM,TCBIZ_BGNG_YMD,TCBIZ_END_YMD,TELNO
롯데프리미엄아울렛파주점,복합쇼핑몰,,172931.265518853,468411.848859123,2026-05-02 22:04:32,U,1,정상영업,2026-02-20 17:08:05,,2025-07-16,36314,,경기도 파주시 문발동 645 롯데프리미엄아울렛,2025406050707500002,4060000,"경기도 파주시 회동길 390, 롯데프리미엄아울렛 (문발동)",10881,,01,영업/정상,대규모점포,,,031-960-3194
더현대 부산,쇼핑센터,,,,2026-03-26 22:47:52,I,5,영업개시전,2025-07-08 13:12:25,,2025-07-08,99069.69,,"부산광역시 강서구 대저2동 에코델타시티 특별계획구역2 C5(유통판매시설용지 판매 1,2,5)",2025336018707500001,3360000,,,,01,영업/정상,대규모점포,,,02-6904-1436
GS더프레시 부산센텀점,구분없음,,392754.699254485,189947.341143994,2026-05-10 22:54:16,I,5,영업개시전,2025-07-23 09:56:25,,2025-06-30,335.2,,부산광역시 해운대구 재송동 939-18,2025333020707500001,3330000,"부산광역시 해운대구 해운대로76번길 65, 1층 (재송동)",48048,,01,영업/정상,준대규모점포,,,051-783-3407
에비뉴 드 엘로이,그 밖의 대규모점포,,181588.686552499,462370.643368579,2025-12-15 16:15:28,I,1,정상영업,2025-07-22 17:10:16,,2025-06-23,25203.39,,경기도 고양시 일산동구 풍동 1183,2025394044407500001,3940000,,,,01,영업/정상,대규모점포,,,02-782-9114
이마트에브리데이 휘경자이점,구분없음,,205461.893514965,454519.052992935,2026-01-01 02:40:00,U,1,정상영업,2025-12-30 10:06:37,,2025-06-23,154.46,,서울특별시 동대문구 휘경동 172 휘경자이디센시아,2025305021007500002,3050000,"서울특별시 동대문구 외대역동로 63-27, 상가동 201~203호 (휘경동, 휘경자이디센시아)",02431,,01,영업/정상,준대규모점포,,,02-478-7114
더팩토리 아울렛,전문점,,209055.326991917,415283.591517845,2026-04-01 22:14:14,I,1,정상영업,2025-08-05 10:32:23,,2025-06-18,4901.29,,경기도 용인시 기흥구 공세동 359-2,2025405055307500001,4050000,경기도 용인시 기흥구 공세로 202 (공세동),17100,,01,영업/정상,대규모점포,,,031-202-1623
GS THE FRESH 구의역점,대형마트,,207475.742181881,448425.52828576,2025-12-15 16:15:28,I,1,정상영업,2025-06-12 16:17:54,,2025-06-12,297.32,,서울특별시 광진구 구의동 257-126,2025304019007500001,3040000,"서울특별시 광진구 자양로18길 33, 1층 (구의동)",05043,,01,영업/정상,준대규모점포,,,02-2006-2364
노브랜드 청주복대2점,구분없음,,238209.279586088,349098.999807594,2026-05-06 22:48:34,I,1,정상영업,2025-07-08 17:44:02,,2025-06-11,632,,충청북도 청주시 흥덕구 복대동 288-125 에스와이스타몰,2025571029307500001,5710000,"충청북도 청주시 흥덕구 대농로 49-1, 에스와이스타몰 비동 101호 (복대동)",28425,,01,영업/정상,준대규모점포,,,043-000-0000
노브랜드 서귀포서홍점,구분없음,,158919.327259372,-26519.9921763733,2026-05-02 22:48:39,I,5,영업개시전,2025-06-05 14:12:36,,2025-06-05,444.65,,제주특별자치도 서귀포시 서홍동 397-7,2025652017807500001,6520000,,,,01,영업/정상,준대규모점포,,,064-702-4867
Chapter M,그 밖의 대규모점포,,198403.083197305,451049.012425837,2026-05-14 03:03:03,U,1,정상영업,2026-05-13 09:29:51,,2025-06-05,5432.37,,서울특별시 중구 충무로1가 21-17,2025301024107500001,3010000,서울특별시 중구 명동8나길 38 (충무로1가),04535,,01,영업/정상,대규모점포,,,
이마트에브리데이 이태원점,구분없음,,199034.580692003,448669.474748983,2026-05-06 22:48:30,I,1,정상영업,2025-09-16 15:50:54,,2025-05-29,337.45,,서울특별시 용산구 이태원동 254-5 일각빌딩,2025302020307500002,3020000,"서울특별시 용산구 회나무로13길 20-4, 일각빌딩 1층 (이태원동)",04344,,01,영업/정상,준대규모점포,,,02-380-5042
양남시장정비사업,그 밖의 대규모점포,,190307.528282719,446742.556303998,2026-05-11 22:40:07,I,1,정상영업,2025-10-16 10:06:52,,2025-05-28,3034.02,,서울특별시 영등포구 양평동1가 30,2025318027007500001,3180000,서울특별시 영등포구 선유동1로 9-7 (양평동1가),07262,,01,영업/정상,대규모점포,,,02-2069-2058
GS THE FRESH 공릉역점,구분없음,,206477.084381626,458222.187373294,2025-12-15 16:15:28,I,1,정상영업,2025-06-19 09:54:05,,2025-05-28,262.8,,서울특별시 노원구 공릉동 388-2 1층,2025310018407500001,3100000,"서울특별시 노원구 동일로192길 23, 1층 (공릉동)",01841,,01,영업/정상,준대규모점포,,,02-2006-2364
GS THE FRESH 신방화역점,구분없음,,183901.209920497,451618.937363136,2025-12-15 16:15:28,I,1,정상영업,2025-08-25 09:37:51,,2025-05-27,193.59,,서울특별시 강서구 마곡동 739-4 마곡헤리움1차,2025315020007500001,3150000,"서울특별시 강서구 마곡서1로 115-1, 마곡헤리움1차 111~114호 (마곡동)",07599,,01,영업/정상,준대규모점포,,,02-2665-1018
스타필드 빌리지 운정,쇼핑센터,,179232.340113879,469528.61287477,2026-05-02 22:04:32,I,5,영업개시전,2025-06-02 11:12:08,,2025-05-26,70592.43,,경기도 파주시 와동동 1471-2,2025406050707500001,4060000,경기도 파주시 와석순환로515번길 70 (와동동),10896,,01,영업/정상,대규모점포,,,
GS THE FRESH 광명트리우스점,구분없음,,187542.398118807,442685.966005291,2025-12-15 16:15:28,I,1,정상영업,2025-05-21 09:29:57,,2025-05-19,174.48,,경기도 광명시 광명동 12-2 트리우스 광명,2025390030907500001,3900000,"경기도 광명시 광이로 96, 상기2동 101,102,103호 (광명동, 트리우스 광명)",14206,,01,영업/정상,준대규모점포,,,02-2060-6285
롯데마트 송도점,대형마트,,168348.646973511,431855.205739156,2026-05-11 23:16:52,U,1,정상영업,2026-01-02 15:34:10,,2025-05-12,10874,,인천광역시 연수구 송도동 6-11 롯데마트,2025352024107500002,3520000,"인천광역시 연수구 컨벤시아대로 177, 롯데마트 (송도동)",21998,,01,영업/정상,대규모점포,,,032-222-2523
롯데마트 연수점,대형마트,,171173.885129435,434824.628551534,2026-05-11 23:16:52,U,1,정상영업,2026-01-02 15:34:30,,2025-05-12,9196.74,,인천광역시 연수구 청학동 502-4 롯데마트 연수점,2025352024107500001,3520000,"인천광역시 연수구 청능대로 87, 롯데마트 연수점 (청학동)",21926,,01,영업/정상,대규모점포,,,032-810-2500
롯데쇼핑(주)인천점,백화점,,173499.267314606,437739.32138498,2026-03-26 22:48:23,I,1,정상영업,2025-04-24 12:58:24,,2025-04-24,59168.33,,"인천광역시 미추홀구 관교동 15 인천종합터미널,롯데백화점",2025351057907500005,3510500,"인천광역시 미추홀구 연남로 35, 인천종합터미널,롯데백화점 (관교동)",22242,,01,영업/정상,대규모점포,,,032-242-2805
GS THE FRESH 용현자이점,그 밖의 대규모점포,,,,2026-03-26 22:48:23,I,1,정상영업,2025-04-22 09:28:38,,2025-04-22,226.98,,인천광역시 미추홀구 용현동 0 자이타워,2025351057907500004,3510500,"인천광역시 미추홀구 독배로 383, 자이타워 (용현동)",22184,,01,영업/정상,준대규모점포,,,032-888-7314
GS THE FRESH 인천용현점,그 밖의 대규모점포,,,,2026-03-26 22:48:23,I,1,정상영업,2025-04-22 09:28:27,,2025-04-22,231.83,,인천광역시 미추홀구 용현동 691 미추홀프라자,2025351057907500003,3510500,"인천광역시 미추홀구 낙섬중로 138, 미추홀프라자 (용현동)",22176,,01,영업/정상,준대규모점포,,,032-888-5211
GS THE FRESH 학익점,그 밖의 대규모점포,,170216.500357923,437843.275382345,2026-03-26 22:48:22,I,1,정상영업,2025-04-22 09:28:07,,2025-04-22,1489,,인천광역시 미추홀구 학익동 256-19,2025351057907500002,3510500,인천광역시 미추홀구 소성로 146 (학익동),22224,,01,영업/정상,준대규모점포,,,
GS THE FRESH 방배중앙점,구분없음,,198748.271354705,443257.313511019,2025-12-15 16:15:28,I,1,정상영업,2025-05-02 09:53:19,,2025-04-21,297.5,,서울특별시 서초구 방배동 790-12,2025321019507500001,3210000,서울특별시 서초구 동광로 35 (방배동),06560,,01,영업/정상,준대규모점포,,,02-2006-2364
(주)지에스리테일 홍천점,그 밖의 대규모점포,,277870.200862898,465464.803193958,2025-12-15 16:15:28,I,1,정상영업,2025-04-15 16:42:29,,2025-04-15,1441,,강원특별자치도 홍천군 홍천읍 신장대리 62-1,2025425102207500001,4251000,강원특별자치도 홍천군 홍천읍 홍천로 344,25139,,01,영업/정상,준대규모점포,,,033-435-0085
GS THE FRESH 수유중앙점,구분없음,,201357.487353084,458750.390221395,2026-04-30 22:35:18,I,1,정상영업,2025-05-02 09:46:10,,2025-04-07,294.5,,서울특별시 강북구 수유동 472-304,2025308019007500001,3080000,서울특별시 강북구 삼양로79길 24-17 (수유동),01100,,01,영업/정상,준대규모점포,,,02-2006-2364
GS THE FRESH 숭의역점,그 밖의 대규모점포,2025-12-22,168066.488372837,439990.139451996,2026-03-26 22:48:22,U,3,폐업처리,2025-12-22 16:17:29,,2025-04-02,126,,인천광역시 미추홀구 숭의동 360-2,2025351057907500001,3510500,,,,03,폐업,준대규모점포,,,032-000-0000
GS THE FRESH 노량진역점,구분없음,,194984.417259173,445509.979775534,2026-05-03 22:37:51,I,1,정상영업,2025-05-15 10:57:30,,2025-03-31,179.4,,서울특별시 동작구 노량진동 119-68,2025319027107500001,3190000,"서울특별시 동작구 만양로 93, 주영빌딩 B1층 (노량진동)",06923,,01,영업/정상,준대규모점포,,,02-2006-2364
GS THE FRESH 창원가음점,대형마트,,354143.956530041,191337.32237551,2026-04-30 22:00:15,I,1,정상영업,2025-08-05 08:38:31,,2025-03-26,198.3,,"경상남도 창원시 성산구 가음동 14-12 단지상가101호~105호,106호",2025567056807500001,5670000,,,,01,영업/정상,준대규모점포,,,051-510-4672
(주)이마트에브리데이 둔촌점,구분없음,,212027.481158905,446598.591776331,2026-05-06 22:47:38,I,5,영업개시전,2025-03-11 09:32:28,,2025-03-11,1381.15,,"서울특별시 강동구 둔촌동 174-1 B102,B103호",2025324028907500004,3240000,,,,01,영업/정상,준대규모점포,,,02-380-5042
GS THE FRESH 둔촌포레온점,구분없음,,212195.109947109,447197.273286818,2026-05-06 22:47:38,I,1,정상영업,2025-06-06 12:11:16,,2025-03-11,1017,,서울특별시 강동구 둔촌동 170-1 포레온스테이션5,2025324028907500003,3240000,"서울특별시 강동구 양재대로 1360, 포레온스테이션5 (둔촌동)",05409,,01,영업/정상,준대규모점포,,,02-2006-2364
하나로마트 둔촌점,구분없음,,212195.109947109,447197.273286818,2026-05-06 22:47:38,I,1,정상영업,2025-08-12 13:36:08,,2025-03-11,1161.3,,서울특별시 강동구 둔촌동 170-1 포레온스테이션5,2025324028907500002,3240000,"서울특별시 강동구 양재대로 1360, 포레온스테이션5 (둔촌동)",05409,,01,영업/정상,준대규모점포,,,
(주)이마트에브리데이 이천부발점,구분없음,,242016.421941572,417771.647304977,2026-08-11 21:48:10,U,1,정상영업,2026-08-10 16:29:33,,2025-03-04,0,,경기도 이천시 부발읍 신하리 399-1 롯데프라자,2025407026507500001,4070000,"경기도 이천시 부발읍 경충대로 2269, 롯데프라자 1층",17328,,01,영업/정상,준대규모점포,,,031-8011-0128
신동아쇼핑센터,쇼핑센터,2025-12-30,198622.89264988,446114.155238838,2026-05-06 22:48:30,U,3,폐업처리,2025-12-30 16:13:51,,2025-02-20,7470.17,,서울특별시 용산구 용산동6가 69-167 신동아쇼핑,2025302020307500001,3020000,"서울특별시 용산구 이촌로 352, 신동아쇼핑 (용산동6가)",04428,,03,폐업,대규모점포,,,02-709-7215
롯데슈퍼 김해신문점,구분없음,,365234.115430595,189991.977884807,2025-12-15 16:15:28,I,5,영업개시전,2025-02-20 10:04:15,,2025-02-19,139.8,,경상남도 김해시 신문동 506-4,2025535037407500001,5350000,"경상남도 김해시 장유로334번길 19, 1층 (신문동)",51001,,01,영업/정상,준대규모점포,,,
노브랜드 밀양삼문점,대형마트,,358708.763727428,221641.904197922,2025-12-15 16:15:28,I,1,정상영업,2025-03-18 15:40:31,,2025-02-07,365.03,,경상남도 밀양시 삼문동 720-24,2025536020007500001,5360000,경상남도 밀양시 미리벌로 30 (삼문동),50438,,01,영업/정상,준대규모점포,,,055-475-6900
롯데슈퍼 대구신매 가맹점,구분없음,,353893.90529968,261327.132869664,2026-05-03 22:40:52,U,4,직권취소,2026-02-09 09:07:24,,2025-02-06,185.2,,대구광역시 수성구 신매동 566-3 시지 코오롱하늘채 스카이뷰,2025346019707500001,3460000,"대구광역시 수성구 고산로 101, 시지 코오롱하늘채 스카이뷰 1-14,15.16호 (신매동)",42257,,04,취소/말소/만료/정지/중지,준대규모점포,,,
GS THE FRESH 부평해링턴점,구분없음,,175406.984590886,442427.409794067,2026-05-06 22:48:30,I,1,정상영업,2025-05-12 14:45:35,,2025-02-05,210.4,,인천광역시 부평구 부평동 665-2 부평역해링턴플레이스,2025354016107500001,3540000,"인천광역시 부평구 동수로 36 (부평동, 부평역해링턴플레이스)",21430,,01,영업/정상,준대규모점포,,,02-2006-2364
롯데슈퍼 강동둔촌점,구분없음,,212502.058380013,447693.22037196,2026-05-06 22:47:38,U,1,정상영업,2026-04-24 16:29:40,,2025-01-23,200.64,,서울특별시 강동구 둔촌동 451-1,2025324028907500001,3240000,서울특별시 강동구 진황도로 165 (둔촌동),05365,,01,영업/정상,준대규모점포,,,02-488-8005
GS THE FRESH 양천목2동점,구분없음,,188456.486375706,449112.890911306,2026-03-02 22:18:10,U,1,정상영업,2026-03-01 12:00:03,,2025-01-20,258,,서울특별시 양천구 목동 547-12,2025314027207500001,3140000,서울특별시 양천구 목동중앙본로 95 (목동),07953,,01,영업/정상,준대규모점포,,,
GS THE FRESH 이문라그란데점,복합쇼핑몰,,205249.265435832,455308.651763587,2025-12-15 16:15:28,I,1,정상영업,2025-04-17 17:27:34,,2025-01-20,216,,서울특별시 동대문구 이문동 257-42 래미안라그란데아파트 F동 101~4호,2025305021007500001,3050000,"서울특별시 동대문구 이문로35길 12, F동 101~4호 (이문동, 래미안라그란데아파트)",02404,,01,영업/정상,준대규모점포,,,02-2006-2364
GS더프레시 보문역사거리점,구분없음,,201572.041303407,453729.457829945,2025-12-15 16:15:28,I,5,영업개시전,2025-05-12 10:39:29,,2025-01-15,329,,서울특별시 성북구 보문동2가 79 신한은행보문동지점,2025307029907500001,3070000,"서울특별시 성북구 보문로 121, 신한은행보문동지점 1층 일부 (보문동2가)",02871,,01,영업/정상,준대규모점포,,,02-2006-2364
메가마트 김해점,대형마트,,372941.32985139,193521.212396072,2025-12-15 16:15:28,I,1,정상영업,2024-12-27 10:09:20,,2024-12-27,14842,,경상남도 김해시 삼정동 941 메가마트 김해점,2024535037407500001,5350000,"경상남도 김해시 김해대로2492번길 20, 메가마트 김해점 (삼정동)",50935,,01,영업/정상,대규모점포,,,055-371-6000
GS THE FRESH 부산명륜점,구분없음,,389649.19938709,192126.676191516,2025-12-15 16:15:28,I,1,정상영업,2025-05-02 17:34:31,,2024-12-19,439.7,,부산광역시 동래구 명륜동 185,2024330011907500004,3300000,"부산광역시 동래구 문화로 7, 1층 (명륜동)",47747,,01,영업/정상,준대규모점포,,,051-558-9798
GS THE FRSH(대구노변점),구분없음,,353394.618500842,260767.94269704,2026-05-03 22:40:52,I,1,정상영업,2024-12-10 10:59:35,,2024-12-09,270.7,,대구광역시 수성구 노변동 452-2,2024346019707500002,3460000,대구광역시 수성구 노변공원로 85 (노변동),42258,,01,영업/정상,준대규모점포,,,
GS THE FRESH(대구노변점),구분없음,,353394.618500842,260767.94269704,2026-05-03 22:40:52,I,1,정상영업,2025-04-16 13:09:28,,2024-12-09,270.7,,대구광역시 수성구 노변동 452-2,2024346019707500001,3460000,대구광역시 수성구 노변공원로 85 (노변동),42258,,01,영업/정상,준대규모점포,,,
GS THE FRESH 온천래미안점,구분없음,,389394.888546212,193441.356927049,2025-12-15 16:15:28,I,1,정상영업,2025-05-02 17:35:39,,2024-12-02,254.54,,부산광역시 동래구 온천동 47-5,2024330011907500003,3300000,"부산광역시 동래구 금강로151번길 2, 1층 (온천동)",47701,,01,영업/정상,준대규모점포,,,051-510-4672
GS THE FRESH 창원명서점,그 밖의 대규모점포,,349592.74182334,196068.969651688,2026-04-30 22:00:15,I,1,정상영업,2025-04-29 13:12:59,,2024-11-21,231.4,,경상남도 창원시 의창구 명서동 27 두산위브아파트,2024567056607500001,5670000,"경상남도 창원시 의창구 도계로 135, 상가동 106~107호,113호 (명서동, 두산위브아파트)",51170,,01,영업/정상,준대규모점포,,,
GS THR FRESH 천안극동점,구분없음,,213219.406838992,365677.786529933,2025-12-15 16:15:28,I,1,정상영업,2024-11-27 10:18:20,,2024-11-21,161,,충청남도 천안시 동남구 다가동 30 천안극동스타클래스 더퍼스트,2024449037507500001,4490000,"충청남도 천안시 동남구 풍세로 933, 단지내상가112호~115호동 (다가동, 천안극동스타클래스 더퍼스트)",31188,,01,영업/정상,준대규모점포,,,
